;Unnamed: 0;Tipo_Agrupacion;ID_Agrupacion;Nombre_Agrupacion;Valor_Agrupacion;Cluster;Variacion;Variacion_Porcentaje
105;137;Municipios;1296;San Agustín del Guadalix;358.19;3;1.3735124978648297;137.35124978648295
106;139;Municipios;1317;San Lorenzo de El Escorial;328.4;3;1.2592800030676736;125.92800030676736
107;140;Municipios;1338;San Martín de Valdeiglesias;77.01;0;1.5453163742132365;154.53163742132367
108;141;Municipios;1322;San Martín de la Vega;192.73;3;0.7390409104483335;73.90409104483335
109;143;Municipios;1356;Santa María de la Alameda;20.01;0;0.4015294201792866;40.15294201792866
110;144;Municipios;1369;Santorcaz;33.46;0;0.6714230084557187;67.14230084557187
111;145;Municipios;1375;Santos de la Humosa (Los);79.38;0;1.5928738317757005;159.28738317757006
112;146;Municipios;1381;Serna del Monte (La);19.2;0;0.38527560556933044;38.52756055693305
113;147;Municipios;1408;Serranillos del Valle;353.83;3;1.3567936768740407;135.67936768740407
114;148;Municipios;1415;Sevilla la Nueva;386.54;3;1.4822231802246608;148.22231802246608
115;149;Municipios;1436;Somosierra;4.16;0;0.08347638120668827;8.347638120668826
116;150;Municipios;1441;Soto del Real;219.39;3;0.8412711323782488;84.12711323782489
117;151;Municipios;1454;Talamanca de Jarama;113.55;0;2.2785440110623685;227.85440110623685
118;152;Municipios;1467;Tielmes;102.71;0;2.061023825418017;206.10238254180172
119;153;Municipios;1473;Titulcia;134.71;0;2.703149834700235;270.3149834700235
120;155;Municipios;1505;Torrejón de Velasco;90.86;0;1.8232365376056963;182.3236537605696
121;156;Municipios;1492;Torrejón de la Calzada;1137.12;1;0.9330281004174094;93.30281004174094
122;157;Municipios;1512;Torrelaguna;114.74;0;2.3024230720325507;230.24230720325508
123;158;Municipios;1527;Torrelodones;1157.43;1;0.9496928330045398;94.96928330045398
124;159;Municipios;1533;Torremocha de Jarama;60.47;0;1.2134174931654902;121.34174931654901
125;160;Municipios;1548;Torres de la Alameda;177.86;3;0.6820205278490148;68.20205278490148
126;162;Municipios;1551;Valdaracete;10.07;0;0.20206902854599781;20.206902854599782
127;163;Municipios;1564;Valdeavero;94.71;0;1.9004923230974629;190.0492323097463
128;164;Municipios;1570;Valdelaguna;24.69;0;0.49544034903681095;49.544034903681094
129;165;Municipios;1586;Valdemanco;60.28;0;1.2096048699853772;120.96048699853772
130;166;Municipios;1599;Valdemaqueda;15.83;0;0.31765171021679695;31.765171021679695
131;167;Municipios;1603;Valdemorillo;145.24;0;2.9144494246296646;291.4449424629665
132;169;Municipios;1625;Valdeolmos-Alalpardo;175.3;3;0.6722039724048819;67.2203972404882
133;170;Municipios;1631;Valdepiélagos;35.54;0;0.7131611990590627;71.31611990590628
134;171;Municipios;1646;Valdetorres de Jarama;142.44;0;2.85826339881747;285.826339881747
135;172;Municipios;1659;Valdilecha;75.06;0;1.5061868205226014;150.61868205226014
136;173;Municipios;1662;Valverde de Alcalá;38.98;0;0.7821897450569011;78.21897450569011
137;174;Municipios;1678;Velilla de San Antonio;930.46;1;0.7634597283614595;76.34597283614595
138;175;Municipios;1684;Vellón (El);65.68;0;1.3179636340517515;131.79636340517516
139;176;Municipios;1697;Venturada;250.73;3;0.9614472447294696;96.14472447294696
140;177;Municipios;1718;Villa del Prado;93.82;0;1.8826331934643012;188.26331934643014
141;178;Municipios;1701;Villaconejos;104.9;0;2.104969324178269;210.4969324178269
142;179;Municipios;1723;Villalbilla;483.87;2;0.8583376088902473;85.83376088902473
143;180;Municipios;1739;Villamanrique de Tajo;27.19;0;0.5456064435119842;54.56064435119842
144;181;Municipios;1744;Villamanta;43.98;0;0.8825219340072475;88.25219340072475
145;182;Municipios;1757;Villamantilla;66.17;0;1.3277961885688854;132.77961885688853
146;183;Municipios;1782;Villanueva de Perales;54.5;0;1.0936208595587766;109.36208595587766
147;184;Municipios;1760;Villanueva de la Cañada;674.76;2;1.1969576228631313;119.69576228631314
148;185;Municipios;1776;Villanueva del Pardillo;694.38;2;1.231761565836299;123.1761565836299
149;186;Municipios;1795;Villar del Olmo;81.15;0;1.6283914266641235;162.83914266641236
150;187;Municipios;1809;Villarejo de Salvanés;64.79;0;1.3001045044185897;130.01045044185898
151;188;Municipios;1816;Villaviciosa de Odón;420.84;2;0.7465286116629914;74.65286116629915
152;189;Municipios;1821;Villavieja del Lozoya;13.6;0;0.2729035539449424;27.29035539449424
153;190;Municipios;1837;Zarzalejo;89.3;0;1.791932894653188;179.1932894653188
